PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
0znbi,2r2r2/1p1qpkbp/p3pnp1/3pB2P/1P1N4/P2B1Q2/5PP1/3R2K1 b - - 0 24,g6h5 e5f6 f7g8 d3h7 g8h7 f3h5 g7h6 f6g5,2483,85,77,140,attraction crushing master middlegame veryLong,https://lichess.org/ZHBsGM09/black#48,
12hbF,8/1r6/5Bp1/7k/R6P/5P2/pp2K3/8 w - - 0 54,a4a5 g6g5 f6b2 b7b2 e2d3 h5h4,2483,86,83,97,advantage defensiveMove endgame long master,https://lichess.org/ttqBfCeG#107,
00wau,r5k1/p2Q1pbp/1p4p1/8/5B2/1q5P/3R1PPK/8 b - - 1 26,g7c3 d7c6 c3d2 c6a8 g8g7 f4d2,2482,90,89,166,advantage endgame long,https://lichess.org/BcRkF8nS/black#52,
079h4,6qk/pp4rp/n1p5/4Q3/2P1P3/P2P4/1PK2R2/8 b - - 6 32,h7h6 f2f6 h8h7 e5f5,2482,82,83,327,crushing endgame short,https://lichess.org/QYZeI6HY/black#64,
0HY7v,8/8/3p2pk/qKp4p/1b3P1P/1Q3N2/6PB/8 w - - 10 41,b5c4 a5a6 c4d5 a6a8 d5d6 c5c4 b3b4 a8f8 d6e5 f8b4,2482,77,96,504,crushing discoveredAttack discoveredCheck endgame sacrifice skewer veryLong,https://lichess.org/Fkw9YJSv#81,
0PtLk,8/p3k3/1p3p1p/2pP2p1/P2p1P2/1P4P1/2P3KP/8 w - - 1 30,f4g5 f6g5 g2f3 e7d6 f3e4 g5g4,2482,87,93,407,crushing defensiveMove endgame long pawnEndgame,https://lichess.org/QDK1DtSm#59,
0Tg4c,r1bq4/p5k1/1p3p2/5Pp1/6Q1/7R/P5P1/R5K1 w - - 0 32,g4h5 d8d4 g1h2 d4e5 h3g3 c8f5,2482,83,90,230,crushing endgame fork long,https://lichess.org/OHODW4Yk#63,
0XsdU,r4rk1/p3Rppp/2p5/3p1QP1/q3n3/2P2N1P/P1P2P2/R1B3K1 w - - 5 19,a1b1 a4c2 f3d2 g7g6 f5f4 e4d2 c1d2 c2b1,2482,113,90,2211,advantage capturingDefender middlegame veryLong,https://lichess.org/eyaGoS5b#37,French_Defense French_Defense_Knight_Variation
0Zsf7,r5k1/P5pp/2P5/3P4/2n1p3/7P/6P1/R5K1 b - - 0 35,g8f8 a1b1 a8a7 b1b8 f8e7 b8b7 e7d6 b7a7,2482,81,93,84,crushing endgame quietMove veryLong,https://lichess.org/kTfp3xpk/black#70,
0cko3,3r1rk1/2q1bp2/pn2pP2/1pp3PQ/3n1B2/6P1/PPP2Pb1/R3R1K1 b - - 0 21,c7f4 g5g6 d4f3 g1g2,2482,79,79,243,crushing middlegame short,https://lichess.org/d7qE0RJs/black#42,
0rK3M,B5k1/Q4ppp/3Pp3/1q6/3p3P/3P4/1Pn2PP1/K1Bn4 w - - 1 30,a1b1 b5b3 a7a5 d1c3,2482,112,90,1884,crushing endgame pin short,https://lichess.org/ok3KMTYM#59,
0zoyN,8/1p6/p5k1/8/P1P1K1p1/1P6/8/8 w - - 2 47,e4f4 g6h5 f4g3 a6a5 c4c5 h5g5,2482,135,76,22,crushing defensiveMove endgame long pawnEndgame quietMove,https://lichess.org/RdfnGAFn#93,
12shh,7k/6p1/7p/1p3p2/1P3P2/7P/6P1/6K1 b - - 0 38,g7g5 f4g5 h6g5 g1f2 h8g7 f2e3,2482,92,89,397,endgame,https://lichess.org/D3bvCsvH/black#76,
01rPb,4r2r/pQ3pk1/1np3p1/3p4/3P1NK1/1P2P1P1/P4q2/2R1R3 b - - 1 29,e8e3 e1e3 f2e3 c1c6,2481,93,82,43,advantage middlegame short,https://lichess.org/RWiwz4Jp/black#58,
03MUc,2b3q1/2pp2k1/1p4r1/1pb1p3/4PP1Q/2P4R/P5PP/5R1K b - - 0 26,g7f7 h4h5 f7f8 h5f5 f8e7 f5e5,2481,94,3,69,crushing exposedKing long middlegame,https://lichess.org/xUQGqbaS/black#52,
04qXp,2r3k1/pp2rp1p/4b1p1/n2p4/3Pn2N/P1NQ3P/1qR2PP1/1B2R1K1 b - - 1 19,b2a3 c3d5 a3d3 c2c8,2481,78,84,169,advantage discoveredAttack middlegame sacrifice short,https://lichess.org/ct90FKBK/black#38,
08wbB,8/ppk4p/2pp2p1/3P2P1/PPP1K1P1/8/8/8 b - - 0 38,c6d5 e4d5 c7d7 a4a5 d7e7 a5a6 b7a6 d5c6,2481,78,93,645,crushing endgame pawnEndgame quietMove veryLong zugzwang,https://lichess.org/nALRbmHG/black#76,
09LCz,r1b4Q/1pqpkp1p/p3p3/8/4n3/1P2b3/1PP2PPP/RN2R1K1 w - - 0 14,e1e3 c7f4 b1c3 f4f2 g1h1 f2e3 c3e4 e3e4,2481,90,90,228,advantage fork middlegame veryLong,https://lichess.org/srJLDHaC#27,Sicilian_Defense Sicilian_Defense_Old_Sicilian
0CqdV,8/7p/5k1P/5P2/3pPK2/2p2R2/2P1r3/8 w - - 2 42,f3d3 e2f2 f4g3 f2d2,2481,82,86,41,endgame,https://lichess.org/LBfj47tI#83,
0OYpw,8/8/3k2pp/4p3/2KP3P/8/5P2/8 w - - 1 38,d4e5 d6e5 h4h5 g6g5 c4d3 e5f4 d3e2 f4g4 e2e3 g4h5 f2f3 h5g6,2481,112,90,1275,crushing defensiveMove endgame pawnEndgame quietMove veryLong,https://lichess.org/FX3htU1p#75,
0PFqt,8/5ppp/4k3/8/5PPP/8/6K1/8 w - - 3 44,f4f5 e6e5 g2f3 h7h5 f3g3 e5e4 f5f6 g7g6,2481,80,92,5041,crushing defensiveMove endgame pawnEndgame veryLong,https://lichess.org/FNFPZT5n#87,
0Tb8R,r1b2b1r/ppkq1pp1/7p/8/2nP1Bn1/2N2N2/PPP3PP/R2QR1K1 b - - 1 13,f8d6 f4d6 c4d6 e1e7 d7e7 c3d5 c7d8 d5e7,2481,109,90,1149,attraction crushing fork middlegame pin sacrifice veryLong,https://lichess.org/jxUGEptv/black#26,Vienna_Game Vienna_Game_Vienna_Gambit
0apgF,r4r1k/pppq3p/6B1/7Q/1n1pN3/6P1/P1P2P1P/R5K1 b - - 2 20,d4d3 e4g5 d7g7 g6h7 g7a1 g1g2 h8g7 h5g6,2481,111,76,22,advantage middlegame pin sacrifice veryLong,https://lichess.org/ybWdqicc/black#40,
0dPaO,5rk1/p2Q2pp/1p2R3/4P3/8/2q4P/6PK/8 b - - 0 29,a7a5 e6e7 g8h8 e7e8 c3b4 d7f7 b4f4 f7f4,2481,79,75,207,clearance crushing endgame pin veryLong,https://lichess.org/6w4s0G8u/black#58,
0gXxL,8/p7/8/P7/K5k1/1P4rp/1R6/8 w - - 0 46,b3b4 g3g2 b2b1 h3h2 b1h1 g4h3,2481,104,90,2452,advancedPawn crushing defensiveMove endgame long rookEndgame,https://lichess.org/CBerFAje#91,
0ktJb,r3k2r/p4pp1/2pnp2p/1p1qN2P/1B1P1bP1/3Q1P2/1PP5/1K1R1R2 b kq - 2 23,d6c4 e5g6 f7g6 d3g6 e8d8 g6g7 h8e8 g7f6,2481,79,92,2087,crushing middlegame sacrifice veryLong,https://lichess.org/FbXuddOe/black#46,
0t4Ff,r7/3pRR1P/3k4/1b2p3/1p2P1B1/1P6/2P4r/3K4 w - - 13 37,e7d7 b5d7 f7d7 d6c6 d1c1 a8a1 c1b2 h2h1,2481,84,83,257,crushing endgame veryLong,https://lichess.org/cJQPyv9w#73,
11ElR,r1n5/pp3pkp/2bR1Np1/5q2/8/3B4/PPPB1PPP/2K4R b - - 4 23,f5f2 f6h5 g7f8 d6d8 f8e7 d2g5,2481,89,85,120,advantage long middlegame,https://lichess.org/c0obhyoL/black#46,
01JtE,8/8/R7/8/6P1/1k5K/p3r3/8 w - - 1 53,h3h4 e2e1 a6a2 b3a2,2480,85,85,75,crushing endgame master quietMove rookEndgame short,https://lichess.org/Fhnb6tRp#105,
0227w,8/2pr1p2/1p3kp1/pKpP4/P3PP1p/8/1P3R2/8 b - - 1 32,g6g5 b5c6 d7e7 e4e5 f6g6 d5d6 c7d6 e5d6,2480,108,89,537,crushing endgame rookEndgame veryLong,https://lichess.org/IAXJGGDj/black#64,
04tqd,r4r1k/6b1/b2p2Q1/p2RP2p/1p6/PB2qP2/1PP3PP/1K5R b - - 2 25,d6e5 d5d6 e3h6 g6h6 g7h6 d6h6,2480,86,90,2034,crushing exposedKing kingsideAttack long middlegame,https://lichess.org/9ifRTMqZ/black#50,
05MpP,8/1p2b3/p1p1p1k1/P3P3/2K2BP1/2P5/8/8 b - - 0 34,e7g5 f4g5 g6g5 c4c5 g5g4 c5b6 g4f4 b6b7 f4e5 b7a6,2480,78,94,354,bishopEndgame crushing endgame master veryLong,https://lichess.org/XgV4bGqx/black#68,
05XN1,5qk1/2p5/3p3b/3Pp3/Q1P1Nnpp/2N2P1P/1r6/R4BK1 w - - 0 33,h3g4 f4h3 f1h3 h6e3 e4f2 b2f2 c3d1 f2a2 d1e3 a2a4 a1a4 f8f3,2480,111,89,787,clearance crushing discoveredAttack discoveredCheck exposedKing middlegame sacrifice veryLong,https://lichess.org/85d55ET9#65,
0BHiX,r3k2r/4bpp1/p1p2p2/2p5/3q1PQ1/8/PPPP3N/R1B1R1K1 w kq - 1 16,g1g2 h8h2 g2h2 d4f2 g4g2 f2h4 h2g1 h4e1,2480,96,82,120,advantage attraction exposedKing fork middlegame sacrifice veryLong,https://lichess.org/9rG9D85L#31,Sicilian_Defense Sicilian_Defense_Closed
0BI1Y,8/pp6/4k3/2p3p1/2P1K3/1P3P2/P7/8 w - - 0 29,a2a4 b7b6 f3f4 g5g4 f4f5 e6f6 e4f4 g4g3 f4g3 f6f5,2480,113,90,803,crushing defensiveMove deflection endgame pawnEndgame quietMove veryLong zugzwang,https://lichess.org/JBqXa3Vv#57,
0FZGA,r1b2r1k/p4p2/1p2pqpP/3p4/3P4/3B4/PP1B2Q1/1K5R b - - 1 31,h8h7 h1f1 f6e7 d2b4 c8a6 b4e7,2480,104,89,988,advantage long middlegame,https://lichess.org/xZXRsxBF/black#62,
0IR4C,8/7p/p3Q1k1/1p6/2p5/2Pn3P/PP3PPK/1q6 b - - 6 31,g6g5 h3h4 g5h4 e6f5,2480,89,88,68,crushing endgame short,https://lichess.org/UFyBVXTC/black#62,
0Iir3,r2qk2r/pp1n1pp1/3bpn1p/3N4/2P5/3b1NP1/P4PBP/R1BQR1K1 b kq - 0 13,d3c4 d5e3 d6c5 e3c4,2480,97,85,289,advantage opening short,https://lichess.org/UXmxpyrh/black#26,Queens_Pawn_Game Queens_Pawn_Game_Other_variations
0N6sO,r1bqr1k1/ppp2pPp/7B/7Q/2pb4/8/PP3PPP/RN3RK1 b - - 1 13,d4f2 g1f2 d8d4 f2g3,2480,79,92,303,advantage defensiveMove hangingPiece middlegame short,https://lichess.org/bQP7WAg3/black#26,Italian_Game Italian_Game_Classical_Variation
0Q6Br,8/8/8/3B4/4pk1p/1PR2p1P/1r6/6K1 w - - 2 51,c3c1 e4e3 c1f1 b2g2 g1h1 g2g3,2480,90,86,45,crushing endgame exposedKing long,https://lichess.org/BreGvbX0#101,
0TPtK,1r4rk/3bqB2/4p2p/3pP2P/1n1p1P1N/p7/2P3RQ/6RK b - - 0 30,e7f7 g2g6 h8h7 f4f5,2480,89,82,63,advantage collinearMove master middlegame short,https://lichess.org/qYdy5rAz/black#60,
0ZjtJ,3r1rk1/2p2pp1/1pn1qn1p/p1b1p3/P3P3/1PP1NN1P/2Q1RPP1/R1B3K1 w - - 1 17,f3d2 c6d4 c3d4 e5d4 e2e1 d4e3,2480,105,90,665,advantage long middlegame sacrifice,https://lichess.org/C4J1Moeu#33,Nimzowitsch_Defense Nimzowitsch_Defense_Franco-Nimzowitsch_Variation
0avNH,8/8/R5P1/p3k3/4p3/1P1p4/P2K1Pr1/8 w - - 5 55,d2e1 g2g1 e1d2 g1f1 a6a5 e5f4 a5a8 f1f2,2480,86,81,104,crushing endgame rookEndgame veryLong,https://lichess.org/DjPilp10#109,
0bJ9V,3r1rk1/1pq2ppp/p3pn2/8/3N4/2PQ3R/PP4PP/5R1K b - - 5 23,h7h6 f1f6 g7f6 h3g3 c7g3 d3g3,2480,88,84,43,crushing long middlegame sacrifice,https://lichess.org/Ixpni7ja/black#46,
0byMC,3r4/4R2R/3k4/4p2P/P7/4bP2/1P1p4/1K6 w - - 0 48,e7d7 d8d7 h7d7 d6d7 b1c2 d7e6,2480,78,88,132,crushing defensiveMove endgame long,https://lichess.org/643p0fSb#95,
0dZD8,2qr1rk1/p4pp1/1p1p3p/2p1pb1Q/2P4P/2P4B/P3P1R1/2B3K1 b - - 0 27,f5h3 c1h6 c8f5 g2g7 g8h8 g7g5 f5g6 h6f8 g6h5 g5h5 h8g8 f8e7 h3g4 h5g5,2480,101,78,50,advantage discoveredAttack discoveredCheck kingsideAttack middlegame pin veryLong,https://lichess.org/gj2XMsk5/black#54,
0eSgA,rkb3nr/p3qNpp/1P1Np3/QB1pPn2/8/8/2P2PPP/4K2R b K - 0 19,a7b6 a5b6 c8b7 f7d8,2480,93,78,146,crushing middlegame queensideAttack short,https://lichess.org/IZZmH4wC/black#38,French_Defense French_Defense_Wing_Gambit
0fEzL,rn1qr1k1/p1pp1pb1/1p4Pp/3P2N1/8/P3B3/1P2QPP1/R3K2R b KQ - 0 16,h6g5 g6f7 g8f7 e2h5 f7f8 h1h3,2480,89,84,71,advancedPawn advantage attraction defensiveMove kingsideAttack long master middlegame,https://lichess.org/I1uCqGZX/black#32,Queens_Indian_Defense Queens_Indian_Defense_Kasparov-Petrosian_Variation
0k4fI,5rk1/3R2pp/q1p5/2Pp4/3Ppp2/4P2P/2Q2PP1/6K1 w - - 0 28,c2b2 f4e3 f2e3 a6d3 b2b7 d3e3,2480,89,76,79,crushing endgame long,https://lichess.org/h0Hso1Ko#55,
0mRhI,2rk1r2/3n1pQp/1p1PR1p1/pb1p1q2/3P1N2/2P2PP1/PP5P/2K1R3 b - - 0 23,g6g5 e1e5 c8c3 b2c3 f5f4 g3f4,2480,87,90,179,crushing long middlegame trappedPiece,https://lichess.org/4DO4lf76/black#46,
0q4oj,br5k/6p1/4Q2p/p1p5/2PbNq2/BP1P4/P5PP/4R2K w - - 0 29,a3c5 d4c5 e4c5 f4f2,2480,81,90,3013,advantage middlegame short,https://lichess.org/nXHhRUcX#57,
0qEWI,r2q1rk1/pb2bpp1/1p3n1p/2p1Q3/7B/2NB4/PPP2PPP/R3R1K1 b - - 0 14,f8e8 d3b5 e7d6 e5e8 d8e8 b5e8,2480,80,81,203,crushing kingsideAttack long middlegame,https://lichess.org/0TL2vffH/black#28,Scotch_Game Scotch_Game_Other_variations
0uU9z,r2q1r2/5pkp/p2p2P1/3bn3/3N2P1/2p2P2/P1P1B3/R1Q1K2R b KQ - 0 21,h7g6 c1h6 g7f6 h6h4 g6g5 h4h6 e5g6 h1h5,2480,87,92,1552,clearance crushing middlegame veryLong,https://lichess.org/rHUGYcgD/black#42,
0zfim,5rk1/1b6/p3R1pp/5q2/1p6/5P2/P2Q1P1P/1R4K1 w - - 1 30,b1e1 f5f3 e6g6 g8f7 g6f6 f3f6 d2d7 f7g8,2480,87,84,97,crushing defensiveMove endgame veryLong,https://lichess.org/IK67tnVX#59,
100mL,1r3r2/pp3p1k/2ppp1pp/4b2P/1PP5/P1N1P1q1/2QB2B1/2R2RK1 w - - 0 25,h5g6 f7g6 f1f4 f8f4 c3e4 f4e4 c2e4 b8f8,2480,115,89,245,crushing defensiveMove middlegame pin veryLong,https://lichess.org/zTEhHR2z#49,
10DVI,r7/4kp2/2qp3R/4p1P1/1P2Pp2/2P2N2/1p2QP2/1K6 w - - 0 32,b1b2 c6a4 f3d2 a4a1 b2c2 a8a2 c2d3 a2a3,2480,79,83,201,advantage endgame veryLong,https://lichess.org/fuIP4NxJ#63,
12DQK,6k1/n5pp/2q1R3/pp1p2r1/3P4/2P2KP1/P3QP1P/8 b - - 0 29,c6c3 f3g2 h7h5 e6e8 g8h7 e2e6,2480,86,81,49,clearance crushing defensiveMove endgame long,https://lichess.org/ebDydw53/black#58,
12LRk,8/7p/8/8/K4Pp1/5kn1/1P6/4B3 w - - 0 47,b2b4 g3e4 f4f5 g4g3 f5f6 e4f6,2480,79,94,103,crushing endgame long quietMove,https://lichess.org/TJLqudDo#93,
00pqF,4R3/R6p/Pp1q2pk/1Pp2r2/3r4/3P1p1P/2P2PK1/4Q3 w - - 0 43,g2h1 d4h4 e1e3 d6f4 e3f4 f5f4 h1g1 h4h3 e8e4 f4f5 e4g4 f5e5 g1f1 e5e2 g4g3 h3h1,2479,90,72,41,advantage defensiveMove endgame master quietMove veryLong,https://lichess.org/lQ3NULlh#85,
03qRi,8/8/4p1p1/R2b3p/P1p5/2Pk4/5PPP/5K2 w - - 1 37,a5d5 e6d5 a4a5 d5d4 f1e1 d3c3 a5a6 c3c2 a6a7 d4d3,2479,106,88,1717,crushing endgame hangingPiece veryLong,https://lichess.org/n2I6reHl#73,
0CruF,4r1k1/6pp/2R2p2/1p2q3/3p4/1P1P1Q1P/1PPBnPP1/7K w - - 1 24,d2b4 e5g5 h1h2 g5c1 h3h4 c1g1,2479,94,90,564,crushing endgame long,https://lichess.org/rHMnftAu#47,
0KKeC,r1b1r3/ppqnbkpp/2pp1n2/6N1/P2QPB2/2N4P/1PP2PP1/R3R1K1 b - - 1 14,f7g8 d4c4 d6d5 c3d5 c6d5 c4c7,2479,115,90,729,crushing long middlegame,https://lichess.org/Bzkfp3kr/black#28,Russian_Game Russian_Game_Three_Knights_Game
0OOpc,8/5p1p/8/p1Kpk1PP/PP6/8/8/8 b - - 0 47,a5b4 c5b4 d5d4 b4b3 e5e4 b3c2 e4e3 c2d1,2479,92,87,176,crushing defensiveMove endgame pawnEndgame veryLong,https://lichess.org/L3b01GiR/black#94,
0XJ1E,1Q3bk1/p1pq1p1p/1p3pp1/3p4/8/1PBP4/P3rP1P/RN3RK1 w - - 4 18,f1e1 d7g4 g1f1 g4f3 c3d4 e2c2,2479,88,98,136,advantage long middlegame,https://lichess.org/VPBIcKtu#35,Zukertort_Opening Zukertort_Opening_Black_Mustang_Defense
0XnkP,8/5p2/p1k4p/5p2/1P2p3/P6P/4KPP1/8 w - - 2 31,f2f3 c6b5 f3e4 f5e4 e2e3 b5a4 e3e4 a4a3,2479,79,76,233,crushing endgame pawnEndgame veryLong,https://lichess.org/w8G5QDNR#61,
0ZjpW,8/8/5k1N/p1pb1p1P/5P2/PPK5/8/8 w - - 1 45,a3a4 d5e6 h6f5 f6f5 h5h6 f5f6,2479,85,77,65,crushing defensiveMove endgame long master zugzwang,https://lichess.org/uwQuN3jK#89,
0auQ4,8/8/4p3/8/4k1P1/r7/4K3/6R1 w - - 5 60,g4g5 a3a2 e2e1 e4f3 g1f1 f3e3 e1d1 a2a1 d1c2 a1f1,2479,79,93,2021,crushing endgame exposedKing rookEndgame skewer veryLong,https://lichess.org/QWZo4vPJ#119,
0c6P6,8/8/4K3/ppp5/4k3/8/PPP5/8 w - - 3 48,c2c3 c5c4 a2a3 e4d3 e6d5 d3c2,2479,83,86,1477,crushing endgame long pawnEndgame quietMove,https://lichess.org/hp089Enj#95,
0eL8U,8/6p1/2kp4/3b4/1p4PP/4K3/p4P2/R7 w - - 0 37,e3d4 c6b5 d4d5 b4b3,2479,77,84,266,advantage endgame master sacrifice short,https://lichess.org/EbMB20kT#73,
0gP1c,r4N2/pppb4/3k4/3p3B/4nP2/4P3/qPP1Q1PP/2KR3R w - - 1 21,c2c4 a2a1 c1c2 d7a4 c2d3 a1a2,2479,81,74,46,advantage long middlegame queensideAttack,https://lichess.org/YAnZJSXs#41,
0haQF,4r3/7R/5P2/1p1n2P1/5k2/1P5P/7K/8 w - - 1 44,h3h4 e8e2 h2g1 f4g3 g1f1 g3f3,2479,95,90,522,crushing defensiveMove endgame long,https://lichess.org/saHKatQA#87,
0tfH4,8/1p6/3pkpp1/2p4p/P1P2P1P/1P1K2P1/8/8 w - - 0 39,d3c3 e6f5 b3b4 c5b4 c3b4 f5g4 b4a5 g4g3,2479,92,89,204,crushing endgame pawnEndgame veryLong,https://lichess.org/Fu2pSnh2#77,
0wQBr,rn3rk1/pbp2pp1/1p1pp2p/4P3/3q2N1/2PB4/P1P2PPP/R2Q1RK1 b - - 0 12,d4c3 g4h6 g7h6 d1g4 g8h8 g4f4,2479,89,85,106,clearance crushing kingsideAttack long middlegame sacrifice,https://lichess.org/Okd0OYuQ/black#24,Zukertort_Opening Zukertort_Opening_Queenside_Fianchetto_Variation
07Vao,R7/4N2p/4p3/2Pp2qk/3Pp1n1/PR2P1pP/6P1/6K1 w - - 1 33,h3g4 g5g4 b3b1 g4e2 g1h1 e2e3,2478,183,78,11,advantage endgame long,https://lichess.org/yFQbFp3Q#65,
0EK2z,2r4k/1p2q2p/p1n4Q/3pPpNp/3P3P/Pn6/1r3P2/3R2RK b - - 2 28,b2f2 e5e6 f2f4 g5f7 e7f7 e6f7,2478,82,89,244,advancedPawn crushing kingsideAttack long middlegame,https://lichess.org/cKlow4g3/black#56,
0HIBw,r2q1rk1/5ppp/p2pp1b1/n7/Pp1N2Pb/4BP2/BPP4Q/2KR3R b - - 1 18,h4g5 e3g5 d8g5 f3f4 g5g4 d1g1 g4h5 h2h5,2478,83,81,87,advantage middlegame veryLong,https://lichess.org/833p2B1H/black#36,Sicilian_Defense Sicilian_Defense_Bowdler_Attack
0LGvb,8/8/3p3p/3PkPp1/2q1pbP1/2p4P/2P1N1K1/3Q4 w - - 15 46,g2f2 c4c5 f2g2 c5e3 d1f1 e3d2,2478,83,76,102,crushing endgame long master,https://lichess.org/iERaIEJV#91,
0QsSz,r5r1/pb2kp2/2q1p3/8/3p3Q/2P5/P1P2PPP/1R3RK1 b - - 1 19,f7f6 b1b7 e7e8 h4h5 e8d8 b7g7 g8g7 h5h8 d8c7 h8g7,2478,98,65,91,advantage attraction fork middlegame sacrifice veryLong,https://lichess.org/CcKQ5NGB/black#38,
0VsqQ,r4rk1/ppp3p1/8/3P2R1/7P/8/q1PQ2P1/6RK b - - 0 22,a8d8 d2c3 f8f7 g1a1 a2d5 g5d5,2478,86,87,640,crushing endgame long trappedPiece,https://lichess.org/6w23Agwd/black#44,
0aK4V,4r1k1/pp4p1/4P1b1/6Pp/q6P/4QP1N/PPr5/K3R2R w - - 0 26,e1c1 e8e6 e3e6 g6f7 e6c8 c2c8 c1c8 g8h7 g5g6 h7g6,2478,77,93,673,advantage middlegame sacrifice veryLong,https://lichess.org/n6gnygKd#51,
0fjj1,8/8/2p5/p1p1K3/4P3/PP2k3/8/8 b - - 0 52,e3d3 a3a4 d3c2 e5d6 c5c4 b3c4,2478,89,49,66,crushing endgame long pawnEndgame quietMove,https://lichess.org/60bst3o3/black#104,
0jHy2,b7/3k4/p1pPp3/Pp2Pp2/1P3Pp1/4K1P1/8/7B b - - 2 42,a8b7 e3d4 c6c5 d4c5 b7h1 c5b6 h1g2 b6a6 g2f1 a6b7,2478,83,82,199,bishopEndgame crushing defensiveMove endgame sacrifice veryLong,https://lichess.org/kZdd3mkC/black#84,
0s1P1,8/5p2/4rk1p/4R2P/4KP2/8/8/8 w - - 9 49,e5e6 f6e6 f4f5 e6d6 e4d4 f7f6,2478,111,90,1007,crushing defensiveMove endgame long zugzwang,https://lichess.org/HKl1Mv8A#97,
0sNFH,8/6p1/5p2/2k1p2p/p3P2P/2K2PP1/1P6/8 w - - 0 31,g3g4 h5g4 f3g4 c5b5 g4g5 f6g5,2478,105,90,1031,crushing endgame long pawnEndgame,https://lichess.org/DSoVIzhZ#61,
13KU5,8/8/5n2/5P1p/3pBP2/2k2P2/5K2/8 w - - 3 47,f2e2 f6e4 f3e4 d4d3 e2f2 d3d2 f5f6 d2d1q,2478,83,91,900,advancedPawn crushing endgame master masterVsMaster promotion veryLong,https://lichess.org/ouZrnpZh#93,
01oXz,r2qk2r/ppp2pp1/2p1bn2/2b4p/4P3/2NP3P/PPP2PP1/R1BQKB1R w KQkq - 2 8,c3a4 c5f2 e1f2 f6e4 f2e3 e4g3,2477,89,46,42,advantage attackingF2F7 attraction long opening,https://lichess.org/WA1vQT0Z#15,Russian_Game Russian_Game_Stafford_Gambit
05IFX,8/p4p2/2p3p1/1PPb2P1/P4PkP/4K3/8/8 b - - 0 46,g4h4 e3d4 d5e6 b5b6 a7b6 c5b6,2477,93,87,144,advantage bishopEndgame endgame long,https://lichess.org/4WlfFLlX/black#92,
07tuw,8/kp3n2/pQ3R1n/2P1q3/P2p3P/N7/KP4r1/8 b - - 2 40,a7a8 c5c6 e5d5 a2a1 g2g1 a3b1,2477,80,74,176,crushing defensiveMove long middlegame,https://lichess.org/pSJMHHjs/black#80,
08slT,3r4/ppq2p2/2p1pkpp/7P/1PP2PQ1/8/P5P1/4R1K1 b - - 2 27,d8d4 h5g6 d4f4 g6f7 f6f7 g4e6 f7g7 e1d1,2477,93,37,74,advancedPawn attraction crushing defensiveMove endgame veryLong,https://lichess.org/qqgNWOis/black#54,
093eW,5r1k/p6r/2p4q/2P3p1/1P1R1p2/N3Q1P1/P3b1B1/4B1K1 w - - 0 36,e3e2 h6h2 g1f2 f4f3 e2e5 h7g7 f2e3 f3g2,2477,110,90,810,advancedPawn crushing fork middlegame veryLong,https://lichess.org/T4v80D5B#71,
0APqn,2r1k3/pp2q1pp/4QN2/b7/3P1r2/8/P4PPP/5RK1 b - - 4 21,e8d8 e6g8 d8c7 f1c1,2477,79,81,143,advantage middlegame short,https://lichess.org/sP7VTCGf/black#42,
0FWKQ,4k3/5p2/3N1K2/p2pPN2/1r6/1P6/8/8 b - - 2 47,e8f8 d6f7 b4b3 e5e6 b3b7 f7e5,2477,78,83,110,crushing defensiveMove endgame long,https://lichess.org/evZR1VQV/black#94,
0GoNE,3r2k1/6p1/1pR1p2p/p3P1q1/3p4/P6P/1P2QPP1/6K1 w - - 0 30,c6e6 d4d3 e2d1 d3d2 e6d6 d8d6 e5d6 g5d5 f2f4 d5d6,2477,86,84,204,advancedPawn crushing endgame veryLong,https://lichess.org/l8uz5kTe#59,
0Ie24,6rr/p1Q1k3/3p4/4pp2/2Pn1p1q/7P/PP3PBK/5R2 b - - 4 26,e7e6 g2d5 e6f6 c7f7 f6g5 f7e7 g5h5 d5f7 g8g6 f7g6 h5g6 f1g1,2477,91,85,147,attraction crushing fork master middlegame veryLong,https://lichess.org/5QeN6LxT/black#52,
0IwUv,6k1/1b1q1rp1/7p/2p5/2Qn1B1P/P1pP2P1/5PB1/4R1K1 w - - 2 29,c4c5 b7g2 g1g2 f7f4,2477,89,93,93,advantage master middlegame short,https://lichess.org/9ptYikk5#57,
0LVlw,r4k2/3p1pp1/1p3b2/2pPN3/8/1q1P1Q2/7P/5RK1 b - - 3 28,a8d8 f3h5 f8e7 e5f7 b3b4 d5d6 e7e6 f7d8,2477,91,29,37,advantage endgame veryLong,https://lichess.org/HzrZ7TRq/black#56,
0MZLc,6k1/pQ2Kp2/4p2p/6p1/q7/8/PP4PP/8 b - - 9 33,a4a2 b7c8 g8h7 e7f7 e6e5 f7f6,2477,91,83,48,crushing deflection endgame long queenEndgame,https://lichess.org/VIYf7x0R/black#66,
0U8BD,r1b1rbk1/pp1n1ppp/1qp5/3pP3/5P2/P1N1B1P1/1PP3BP/R2QR1K1 b - - 2 16,b6b2 d1d2 f8c5 e3c5 d7c5 e1b1,2477,77,72,164,advantage long opening,https://lichess.org/GI4InhQe/black#32,Englund_Gambit_Complex Englund_Gambit_Complex_Englund_Gambit
