PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
0wKno,7r/2q1k2p/R4pp1/2bp4/4nP2/1rPNP2Q/7P/1N3RK1 b - - 0 22,e7f7 b1d2 c7c8 h3c8 h8c8 d2b3,3092,124,86,569,crushing long middlegame,https://lichess.org/hmp35k97/black#44,
0gUA8,r3k2r/2qn3p/b3P1p1/p2p2Q1/3n4/2p5/2B2RPP/R1B3K1 b kq - 0 23,d4c2 e6d7 c7d7 g5f6,3074,113,86,203,advancedPawn crushing master middlegame short,https://lichess.org/eFz54y2o/black#46,
03dIU,8/4k3/2prBp2/pp3P2/3PK2p/PPP4P/8/8 b - - 2 40,d6e6 f5e6 e7e6 e4d3 e6f5 d3e3,3073,133,89,776,advantage defensiveMove endgame long,https://lichess.org/bICPltU1/black#80,
005yO,r1r3k1/ppq3bQ/4p2p/4n3/3p4/2P5/PBB2PPP/4R1K1 b - - 2 24,g8f8 b2a3 f8f7 c2d1 c8h8 d1h5 f7f6 h7e4,3065,104,94,853,advantage exposedKing middlegame quietMove veryLong,https://lichess.org/j65YI8hC/black#48,
0ZCTl,8/5p1p/6p1/2kpP1P1/5P1P/pK2P3/8/8 b - - 1 52,a3a2 b3a2 c5c4 a2b2 d5d4 e3d4 c4d4 b2b3,3061,103,86,527,crushing defensiveMove endgame pawnEndgame veryLong,https://lichess.org/4TDhrTZ3/black#104,
0pGLq,3rk1r1/p2n1p2/qpQP2p1/4P2p/2P4P/6PB/P7/2R3K1 b - - 2 33,f7f5 e5f6 e8f8 c6e4 d8e8 e4f4 a6a3 f6f7,3061,131,88,2894,advancedPawn crushing enPassant middlegame pin quietMove veryLong,https://lichess.org/6fuh1HNl/black#66,
0H41G,6k1/b3q1p1/p1p2rpp/3Pp3/B7/2P3NP/Pr3PP1/R2QR1K1 w - - 0 22,a4c6 f6f2 g1h1 e7h4 e1e2 b2e2 g3e2 h4e4 d1g1 f2e2,3053,129,79,294,crushing middlegame veryLong,https://lichess.org/DO6f4jaY#43,
06oZg,1rb2rk1/6bp/1qppp1p1/2n3P1/p3PP2/1PN2B2/P1PB3Q/2KR3R b - - 1 19,a4b3 h2h7 g8f7 c3b5 b6b5 d2c3,3050,103,91,2499,clearance crushing long middlegame pin sacrifice,https://lichess.org/IzMiUt9P/black#38,Sicilian_Defense Sicilian_Defense_OKelly_Variation
0n3AD,7k/ppp3b1/4Bn1p/3P2p1/1BP1p3/1PQ3P1/P5KP/3q4 w - - 4 30,c3e1 d1f3 g2g1 f6d5 b4c5 d5c3 e1f2 g5g4 f2f3 g4f3,3049,116,87,817,crushing endgame quietMove veryLong,https://lichess.org/lKtU78qj#59,
0qUH6,1k3r1r/pp6/q2pQ1p1/4n3/6p1/2P1P1P1/PP4BP/R1B3KR w - - 1 22,a2a4 a6d3 e6d5 f8f1 g2f1 d3d5,3047,122,86,485,crushing deflection long middlegame,https://lichess.org/mVUObpSl#43,
0v55P,1r6/1P6/2Pn2k1/p7/8/1KN1R3/PP4r1/8 b - - 2 32,d6f5 e3e4 g6f7 c3b5,3046,118,83,434,crushing defensiveMove endgame quietMove short,https://lichess.org/oQQ4a9aO/black#64,
0XBsj,1kr5/pq6/1p6/5p1p/PP1R4/2P1pP1P/2Q2P2/6K1 w - - 0 30,f2e3 c8g8 g1f2 b7g7 c2d1 g7g2 f2e1 g2h1 e1d2 g8g1 d1g1 h1g1,3036,96,91,916,advantage clearance endgame exposedKing veryLong,https://lichess.org/DPkBb7BE#59,
0k2wd,8/p1Pk3p/2rP2p1/1K6/1B4P1/P4P2/2P5/8 b - - 2 36,c6c2 g4g5 c2g2 b5a6 g2g5 a6a7 g5g1 a7b7 g1c1 a3a4,3033,115,89,1282,crushing defensiveMove endgame quietMove veryLong,https://lichess.org/F3er4tfB/black#72,
0zkET,8/8/r7/P5Rp/2p1p2k/1p6/1P1B2Pb/1K6 b - - 0 39,h2c7 g5g8 c7a5 d2f4 a5e1 f4c7 a6a8 g8a8,3031,127,86,664,crushing endgame quietMove veryLong,https://lichess.org/7Vu2dLUW/black#78,
0Rokb,5rk1/1b3N2/pq4p1/1p1p4/3r4/1P3Q2/P6P/R4R1K b - - 0 25,d4h4 f7h6 g8h7 f3f8 d5d4 h1g1 d4d3 f1f2 b6e3 h6f5 e3g5 g1f1 g6f5 f8f7,3030,106,86,182,crushing deflection discoveredAttack middlegame veryLong,https://lichess.org/35p5owTc/black#50,
0eqFQ,rnbq1rk1/pp3pp1/4p2p/2pp3Q/7P/1BPP4/P1P2P2/R1B1K2R b KQ - 1 14,b7b5 c1h6 d8f6 h6g7 f6g7 e1e2 g7h7 a1g1 g8h8 h5f3 f7f6 g1g5,3029,123,87,1133,advantage clearance middlegame veryLong,https://lichess.org/1cowY9ze/black#28,Sicilian_Defense Sicilian_Defense_Bowdler_Attack
0O04M,3r2k1/b3qp2/5Npp/np2P3/6Q1/P4N2/1B3PPP/3rR1K1 b - - 5 27,g8h8 g4f4 h8g7 f6g4 g6g5 e5e6,3020,121,90,3335,crushing discoveredAttack discoveredCheck long middlegame,https://lichess.org/FOu0Y2OM/black#54,
0NYka,4q3/1Q1N2kp/3p4/1p1Pn3/1Pp2p2/P4B1P/6PK/8 b - - 0 46,e5d7 b7b5 c4c3 b5c6,3017,98,91,1889,advantage endgame master short,https://lichess.org/AAUoZ8nI/black#92,
0eDPZ,8/5N1R/2K2kp1/1P5r/8/8/8/6b1 w - - 5 51,h7h5 g6h5 f7d6 h5h4 b5b6 h4h3 b6b7 g1a7 d6b5 h3h2 c6c7 h2h1q b5a7 h1h2,3017,117,85,506,advancedPawn crushing endgame promotion quietMove veryLong,https://lichess.org/ZLgJ720n#101,
0BRFK,1rr4k/pp3p1p/4bP2/q3pp2/3n4/P1N4Q/1PP2P1P/1K1R1BR1 b - - 0 21,f5f4 h3h5 c8c3 f1d3 c3d3 d1d3,3016,129,91,1407,crushing long middlegame sacrifice,https://lichess.org/5mlsO89L/black#42,
0Vvbn,2krb2r/2p4p/p1p1N1pn/3p4/5q2/1R6/P1P2PPP/1R4K1 b - - 0 22,f4e4 e6c5 e4e1 b1e1 d8d6 b3a3 e8d7 a3a6,3016,125,90,2346,crushing middlegame veryLong,https://lichess.org/i1dYzMrG/black#44,
0fyOI,5r1k/5p2/1q2pPpp/p2pP3/1p1Pn1P1/3QB3/P6P/2R3K1 b - - 1 29,h8h7 e3h6 h7h6 g1g2 e4f6 e5f6,3013,107,90,927,advantage endgame long sacrifice,https://lichess.org/QyTrJame/black#58,
0lNNv,r4rk1/pb2q1pp/4p3/2p5/1nPpB3/1P3N2/P1Q2PPP/R3R1K1 w - - 1 18,e4h7 g8h8 c2g6 b7f3 g2f3 f8f6 g6e4 e7e8,3011,115,87,921,advantage defensiveMove middlegame veryLong,https://lichess.org/udZyz63J#35,Trompowsky_Attack Trompowsky_Attack_Classical_Defense
0tBQo,r2qrk2/1b3ppQ/p1pb4/1pp2PN1/4P3/P7/1PP3PP/R4RK1 b - - 0 18,d6e5 f5f6 e5f6 h7h5 d8d4 g1h1 g7g6 h5h6,3011,107,91,2505,advantage middlegame veryLong,https://lichess.org/Zyf3gUXy/black#36,Sicilian_Defense Sicilian_Defense_Grand_Prix_Attack
0wAhX,1r4k1/p2n2rb/2n1R3/3p2NQ/2pP3P/2P3P1/q4P2/2R3K1 b - - 0 32,b8b1 h5e8 d7f8 e6f6 b1c1 g1h2 a2a3 g5e6 g8h8 e6f8 g7g8 f6f7,3011,95,87,495,advantage master middlegame sacrifice veryLong,https://lichess.org/QPRWuUg4/black#64,
0mICY,8/R7/1p2p1k1/6p1/2Pp4/3PnK2/P6b/6R1 w - - 0 40,a7a6 h2g1 f3g3 e3f5 g3g2 g1e3 a2a4 f5h4 g2g3 g6h5 a6b6 e3f4 g3f2 g5g4 b6b5 e6e5 f2e2 g4g3,3010,115,87,481,clearance crushing endgame exposedKing hangingPiece quietMove veryLong,https://lichess.org/5vGPq9l6#79,
0HL9r,8/2kb4/4p2p/3pP3/1qP2Q2/5PPB/1r1NK2P/7R w - - 0 35,c4d5 d7b5 e2e1 b4c5,3008,117,90,1553,advantage middlegame short,https://lichess.org/FnXKAO9K#69,
0oBjF,4q1k1/2p4p/P5p1/2Q1n3/8/2P3R1/1r2r1PP/R4NK1 w - - 2 33,c5c7 e8a8 f1e3 e2e3 a1d1 a8f8,3006,112,85,253,advantage defensiveMove long middlegame,https://lichess.org/CQhNLShB#65,
0BrFK,5rk1/P4pp1/4p3/4B3/3Pp2p/2QbP1Pq/5P2/2R3K1 b - - 0 29,h4g3 f2g3 f8a8 c3b2,3004,121,89,958,advantage defensiveMove endgame short,https://lichess.org/EksxEsqA/black#58,
0Nns6,rnb3k1/ppbp1qp1/2p2np1/6B1/3R4/2N2Q2/PPP3PP/4R1K1 b - - 5 17,f6h7 f3f7 g8f7 d4e4 c7d6 g5e7,3002,123,87,839,advantage kingsideAttack long middlegame quietMove,https://lichess.org/g61sSmpQ/black#34,Kings_Gambit_Accepted Kings_Gambit_Accepted_Schallopp_Defense
0WfrF,8/8/2k2p1p/1p2p3/4K1PP/PP6/8/8 w - - 1 42,b3b4 c6d6 e4f5 d6d7 f5f6 e5e4 g4g5 h6g5 h4g5 d7e8,3001,131,86,946,crushing defensiveMove endgame pawnEndgame quietMove veryLong,https://lichess.org/F5ZQiRow#83,
0btKx,Q7/pppkqp2/3p4/4pp2/2B1PP2/2P3pb/PP3b2/R3R2K w - - 0 22,e1d1 a7a6 a8h8 h3g4,2999,103,83,300,crushing middlegame quietMove short,https://lichess.org/Wg9NuHSB#43,
0wxYC,2rr2k1/p1n2pp1/2P4p/8/3p1KPP/P2R4/B7/2R5 b - - 0 35,c7e6 a2e6 f7e6 f4e5 d8d5 e5e6 c8d8 e6e7,2999,112,84,312,crushing endgame veryLong,https://lichess.org/OIsZKPD1/black#70,
0D7TI,5nk1/p1r4p/q3p1p1/3pP1NP/5Q2/8/6P1/5R1K b - - 3 30,a6c8 g5f7 c8e8 f7h6 g8g7 h6g4,2998,117,89,980,crushing defensiveMove endgame long quietMove,https://lichess.org/VJiBwWpN/black#60,
0kutY,2R2rk1/3rbppp/4p3/4P1P1/1pR1N3/3P3P/1P2Q1K1/q7 b - - 3 34,a1b1 e4f6 e7f6 g5f6 f8d8 e2d2,2991,111,87,362,crushing long middlegame,https://lichess.org/myR0hf1K/black#68,
0BV9z,6k1/5p2/q3pB2/3b2P1/P7/1P6/2B5/1K1R4 b - - 0 48,a6b7 d1d4 g8f8 d4h4 f8e8 g5g6 d5b3 g6g7 b3c2 b1c2 b7g2 c2b3 g2g3 f6c3 g3h4 g7g8q,2989,111,87,367,advancedPawn crushing endgame promotion quietMove veryLong,https://lichess.org/nWXFIPET/black#96,
0BiQ3,5rk1/6p1/4p2p/q3P3/b1BPQp2/prb2N1P/5PPB/2R3K1 b - - 1 31,c3b2 c4e6 g8h8 f3h4 a4e8 c1c8 b3b6 c8e8,2989,94,92,2021,crushing fork middlegame quietMove veryLong,https://lichess.org/KkGq2xHK/black#62,
08X30,8/4R1pp/p2R4/1p2P3/1b6/4k3/6PP/r2B2K1 b - - 2 33,b4d6 e5d6 e3d2 e7f7,2988,113,85,1053,crushing discoveredAttack discoveredCheck endgame short,https://lichess.org/5YohBjcT/black#66,
0Swc1,5r1k/1p3ppp/p3pN1P/4P2Q/1bP2P2/1q1r1N2/7P/5RBK b - - 0 28,g7f6 h5h4 b4e7 e5f6 e7d6 h4g4 f8g8 f3g5 g8g5 g4g5 d6f8 f1f2,2987,100,84,289,crushing defensiveMove intermezzo middlegame veryLong,https://lichess.org/M0bE3cLf/black#56,
0GaZj,r5k1/7p/5PpR/2rpnq2/3Q4/Pp2P3/1P2NP2/1K5R w - - 3 27,b1a1 f5c2 a3a4 a8c8,2984,115,90,2003,crushing defensiveMove master middlegame short,https://lichess.org/i3lwCqAR#53,
0tARG,8/p7/1pk4p/2p5/6PP/3PK3/P7/8 b - - 2 39,c6d6 e3e4 d6e6 d3d4 c5d4 e4d4,2983,97,94,512,crushing endgame long pawnEndgame zugzwang,https://lichess.org/mGl2Lh3i/black#78,
0Cb7E,4rrk1/ppp2ppp/3n4/3P4/2P3Q1/1PN3P1/P2q1P1P/R3R1K1 w - - 1 20,c3e4 d6e4 e1e4 d2c3 a1d1 f7f5,2979,116,88,960,advantage long middlegame,https://lichess.org/zp2JhrZt#39,
0yUeS,6k1/p1r2p1p/6pB/2q1p3/7P/5QP1/P4bB1/7K b - - 5 28,f7f5 f3a8 c7c8 a8b7 c5c7 b7b3 g8h8 b3e6,2978,103,86,339,advantage endgame master veryLong,https://lichess.org/A9GkZ7Uh/black#56,
0YSef,2kr1bnr/Q1p1pppp/8/3q4/2p5/4BP1P/P4PP1/R3R1K1 b - - 8 18,e7e5 a1b1 d5c6 b1b8 c8d7 e1d1 f8d6 b8b6 c6b6 e3b6,2976,109,91,2446,crushing middlegame pin quietMove veryLong,https://lichess.org/UD0R2QwA/black#36,Queens_Gambit_Declined Queens_Gambit_Declined_Chigorin_Defense
023Uk,4r1k1/7p/pR4p1/2p5/2qrppQ1/P6P/2P2PP1/1R4K1 b - - 1 33,e4e3 b6g6 g8h8 g4f5 h7g6 f5f6,2975,111,84,285,crushing endgame long sacrifice,https://lichess.org/UC1437KQ/black#66,
0Dkuv,8/8/8/ppk1p3/3p4/PPPP4/3K4/8 w - - 0 42,c3d4 c5d4 d2c2 d4e3 c2c3 e3f3 c3d2 f3f2 b3b4 a5a4,2972,114,89,1325,crushing defensiveMove endgame pawnEndgame veryLong zugzwang,https://lichess.org/UjdhFll6#83,
0ngc4,8/4R3/8/8/K7/1P6/2krp3/8 b - - 2 67,d2d1 e7e2 c2c3 e2e3 c3d4 e3e6 d1a1 a4b4,2972,119,87,349,advantage endgame quietMove rookEndgame veryLong,https://lichess.org/uTKWk27Q/black#134,
0d3FI,r3k2r/ppp1nppp/2N4q/1B6/Q3p3/B1P5/P1K2PPP/3R4 b kq - 0 17,e7c6 a4d4 h6e6 d4g7 e6a2 a3b2,2967,123,90,2212,crushing long middlegame pin,https://lichess.org/KaA0ZF4q/black#34,Queens_Gambit_Declined Queens_Gambit_Declined_Other_variations
0ZlGi,r5k1/5pb1/2RPp1p1/4P2p/p4B1P/8/5PP1/6K1 b - - 0 32,a4a3 d6d7 a8f8 f4e3 g7e5 c6c8,2966,117,88,1304,advancedPawn crushing endgame long quietMove,https://lichess.org/1M94PEPV/black#64,
0yeZL,r3kb1r/ppp2ppp/8/3Np1N1/8/3PBP2/PPPQKP1P/q7 b kq - 1 16,a8c8 d2c3 f8d6 c3c4 h8f8 c4b5,2964,105,84,360,advantage long middlegame,https://lichess.org/hCfzdadU/black#32,Four_Knights_Game Four_Knights_Game_Italian_Variation
02BFi,8/7p/4k1p1/4B2n/p1Pp2P1/1p1K3P/1P3P2/8 w - - 0 35,g4h5 e6e5 h5g6 h7g6 h3h4 e5d6 f2f4 d6c5 f4f5 g6f5 h4h5 c5b4 d3d2 a4a3,2962,117,87,1064,crushing endgame hangingPiece veryLong,https://lichess.org/qbpzhXnP#69,
0li0c,8/8/p3p3/5kpp/P7/4KPP1/7P/8 b - - 0 38,e6e5 h2h3 f5e6 a4a5 e6f5 e3d3 h5h4 g3h4 g5h4 d3e3,2959,113,82,286,crushing defensiveMove endgame pawnEndgame quietMove veryLong zugzwang,https://lichess.org/zK1xn00l/black#76,
12Bq8,2r3k1/1b1n1ppp/p3p3/1p1pPP2/1P4Q1/q5N1/2B3PP/5R1K b - - 0 29,c8c2 f5e6 d5d4 g3e2 d7f8 e6e7,2959,114,90,741,advancedPawn crushing long middlegame,https://lichess.org/k0hrixKi/black#58,
0YsLe,8/6p1/1p1k1pb1/p1pp2p1/3P4/P1PNKPP1/1P5P/8 w - - 0 43,b2b4 c5b4 c3b4 g6d3 e3d3 a5b4 a3a4 b6b5,2958,117,90,907,crushing endgame veryLong,https://lichess.org/k5yxNmZr#85,
0nmAe,4rb2/pppk4/2q5/3b1p2/5P2/3P3Q/PP1P2PP/R1BK1R2 w - - 0 20,h3f5 d5e6 f5a5 e6g4 f1f3 e8e6,2958,105,82,211,advantage clearance defensiveMove long middlegame pin,https://lichess.org/XBZMTdLd#39,
0lzwh,r4r2/pp3pk1/6b1/3Q3P/3p4/3P4/1qPK1PB1/4R2R b - - 0 23,g6d3 d2d3 b2c3 d3e2 a8e8 g2e4 f7f5 e2f1 f5e4 d5g5,2955,109,86,579,advantage hangingPiece middlegame veryLong,https://lichess.org/t4SIL33c/black#46,
0HkaQ,8/4K1pp/8/4kp2/4p3/4P3/5PPP/8 b - - 1 34,g7g5 e7f7 f5f4 h2h3 e5d5 f7f6 f4e3 f2e3,2954,114,91,419,crushing endgame pawnEndgame quietMove veryLong,https://lichess.org/sfjOWmjU/black#68,
0yBgk,1B4k1/2r2pbp/P1B3p1/4q3/Q7/7P/4nPP1/2R3K1 w - - 2 33,g1f1 e2c1 a4d1 e5a1 b8c7 a1a6,2954,117,90,2151,crushing hangingPiece long master middlegame,https://lichess.org/0LbbcTVU#65,
0BP5b,8/8/6pB/5kbp/8/5K1P/8/8 w - - 6 40,h6g5 f5g5 f3g3 g5f6 g3f2 g6g5 f2e2 f6e6,2951,108,85,223,crushing defensiveMove endgame quietMove veryLong zugzwang,https://lichess.org/OTb8kShP#79,
0t1cz,r4rk1/pp3q1b/1bp1R2Q/7N/2P2PpP/8/PP4P1/R6K b - - 5 24,b6d4 a1d1 d4b2 h6g5 g8h8 e6e7 b2f6 e7f7 f6g5 f7f8,2951,113,88,1205,advantage exposedKing kingsideAttack master middlegame veryLong,https://lichess.org/Nk5vMkGC/black#48,
0Mfwh,2r5/4Q2p/3R1ppk/5b2/2P2P2/P6P/1b3qP1/4RB1K w - - 3 45,d6e6 b2d4 e6e3 d4c5 e7f6 c8e8 f6g5 h6g7 e3e7 e8e7 e1e7 g7g8,2949,110,86,766,advantage defensiveMove fork middlegame quietMove veryLong,https://lichess.org/Pei6bRIL#89,
0sUsX,4k3/4b3/p1p1Kp2/PpP2P2/3P3p/2P4p/7B/8 b - - 0 39,e8d8 h2f4 d8e8 d4d5 e7c5 d5d6,2949,106,85,271,bishopEndgame crushing endgame long quietMove,https://lichess.org/qvPxC6TK/black#78,
0KigA,7r/p4kq1/2p2br1/5pB1/4pP1P/2PbQ3/PP4P1/3RR2K b - - 2 29,f7e6 e3d3 f6g5 e1e4 f5e4 d3e4 e6f7 f4g5,2946,115,85,252,crushing discoveredAttack middlegame pin sacrifice veryLong,https://lichess.org/Zq722lAV/black#58,
0MN4N,r2q2k1/1b3rpp/p2bQ3/1p6/8/NBP5/PP3PnP/3RR1K1 b - - 0 19,d6h2 g1f1 d8f8 d1d7 g2e1 d7b7,2945,107,81,239,crushing defensiveMove long middlegame pin sacrifice,https://lichess.org/hm0koz5G/black#38,Sicilian_Defense Sicilian_Defense_Smith-Morra_Gambit_Declined
0o9FJ,8/5pp1/2k4p/p1P5/3K4/P5P1/7P/8 w - - 1 46,a3a4 h6h5 h2h3 g7g6 d4c4 h5h4 g3h4 f7f6 c4d4 f6f5 d4c4 f5f4 c4d4 f4f3 d4e3 c6c5,2945,102,81,191,crushing endgame master pawnEndgame quietMove veryLong zugzwang,https://lichess.org/V3RApe1S#91,
0XLMW,8/1r1k1p2/1P3Rb1/2K5/1P5P/8/8/8 b - - 0 58,d7e7 f6g6 f7g6 c5c6 b7b8 b6b7 b8h8 b4b5 e7e6 c6c7,2943,100,93,1371,advancedPawn crushing defensiveMove endgame quietMove sacrifice veryLong,https://lichess.org/isy5JPLy/black#116,
0i8Dd,r1b5/ppk3p1/3bq1Bp/3pN3/4n2P/2PnB3/P4PPQ/1R3KNR w - - 8 26,g1f3 d3e5 g6e4 e5g4,2943,109,90,861,crushing middlegame short,https://lichess.org/olVvdWvc#51,
0AOKn,8/p7/K7/1pp5/8/4k3/PPP5/8 b - - 1 38,b5b4 b2b3 e3e4 a6a7 e4d5 a7b7,2942,106,90,1055,crushing defensiveMove endgame long pawnEndgame quietMove,https://lichess.org/8xSQrXPa/black#76,
0VS55,8/p1Q3pk/1p3R1p/4r3/3p4/3P3P/qPP3PK/8 b - - 0 34,a2b2 c7f7 e5g5 h3h4 g5g2 h2g2,2941,101,94,387,crushing endgame long pin,https://lichess.org/fiuDzFEA/black#68,
0Lcxd,8/6pp/5p2/4p3/p1k3P1/B6P/4KP2/8 w - - 8 45,e2d2 c4b3 a3c1 a4a3 c1a3 b3a3 d2c3 g7g5 c3d3 a3b3 d3e4 b3c2 e4f5 h7h6,2939,110,85,299,bishopEndgame crushing defensiveMove endgame quietMove veryLong zugzwang,https://lichess.org/FylHbm2l#89,
0C7qL,8/p7/1p6/4N1p1/6P1/8/k5PK/8 w - - 0 56,h2g3 a2b3 g3f3 a7a5 f3e4 b3c3 e5f7 a5a4,2935,114,87,722,crushing defensiveMove endgame knightEndgame quietMove veryLong,https://lichess.org/XpoRF3wa#111,
01bQH,4k3/3r2pp/3P1p2/2PK1P2/1P6/7P/8/8 b - - 2 38,e8d8 c5c6 d7a7 b4b5 a7a5 d5c4 a5a2 b5b6,2934,104,84,337,crushing endgame quietMove rookEndgame veryLong,https://lichess.org/8yfQlfqF/black#76,
06O8q,2r3k1/1p2qp2/p1b1p1B1/3rN3/Pn1P2Q1/8/1P3PP1/R4RK1 b - - 0 23,f7g6 g4g6 g8f8 a1a3 d5e5 a3g3 e7f7 g6h6 f8e7 d4e5,2933,100,93,317,advantage exposedKing kingsideAttack middlegame quietMove sacrifice veryLong,https://lichess.org/c7kZ9GU5/black#46,
0JxNx,8/6p1/2p1p2p/p1P1k3/P3P3/4K3/6PP/8 w - - 3 35,e3d3 h6h5 d3e3 h5h4 e3f3 e5d4 f3f4 g7g6,2933,109,87,241,crushing defensiveMove endgame pawnEndgame quietMove veryLong zugzwang,https://lichess.org/2ahxa1dz#69,
0wbQ5,rnbq1rk1/ppp1b1pp/3p4/3pP3/3P3P/3B1NP1/PPP5/R1BQK2R w KQ - 0 12,d3h7 g8h7 f3g5 h7g8 d1h5 c8f5 e1g1 d8c8 g3g4 f5c2 g5f7 c2h7 f7h6 g7h6,2933,113,84,904,advantage clearance hangingPiece opening quietMove veryLong,https://lichess.org/fc9jx107#23,Dutch_Defense Dutch_Defense_Raphael_Variation
0C9dm,r1b2rk1/p2n1ppp/1qp1p3/2pp4/3P3Q/2N1P3/PPP2P1P/2KR1BR1 b - - 4 14,c8a6 c3a4 b6b4 a4c5 f8b8 c5a6,2929,106,87,202,crushing long middlegame,https://lichess.org/BRsfbZp9/black#28,Indian_Defense Indian_Defense_Other_variations
0bjCj,r1b1kb1r/pppp2pp/2n5/3Q1P2/2B5/2N5/PqP1NPPP/4R1K1 b kq - 3 12,f8e7 d5f7 e8d8 f7g7 h8f8 e2f4,2929,116,89,802,crushing defensiveMove long middlegame,https://lichess.org/y5C4P2cz/black#24,Queens_Pawn_Game Queens_Pawn_Game_Other_variations
0Q7iD,6rk/1p6/3P1b1p/p4b1q/7P/2P3Q1/PP4BK/R4R2 w - - 1 38,g3f4 f6h4 h2g1 h5g6 f4e5 g8g7,2928,121,89,857,advantage defensiveMove long middlegame pin,https://lichess.org/kPxGcLmB#75,
0yxcO,7Q/2pq1r2/p1p1R2p/2kp2p1/1P1N1b1r/8/P1P2P2/1K6 b - - 0 36,c5b4 d4c6 d7c6 a2a3 b4a4 e6c6,2928,112,89,729,crushing intermezzo long middlegame sacrifice,https://lichess.org/2sqLcdYR/black#72,
0BIZW,4rr2/p6Q/2p1b1p1/4Rp2/1q3Pk1/6P1/PPP4P/R5K1 b - - 0 25,f8h8 h2h3 g4g3 h7g6 g3f4 e5f5 e6f5 a1f1 f4e3 g6g5,2924,110,85,388,advantage middlegame sacrifice veryLong,https://lichess.org/bxyCmUKb/black#50,
0SVC2,r5r1/5p1k/2p1pPp1/p1PpP1QP/1p1B4/1P1qP3/P5P1/5RK1 b - - 0 42,d3c2 e3e4 c2e2 g2g4 d5e4 d4e3 e2g4 g5g4,2920,114,90,484,crushing endgame quietMove veryLong,https://lichess.org/2gOCde9h/black#84,
0lW5Z,2k1r3/1p4R1/p1p1p3/4Qp1p/3P1n1P/1P6/PKP5/3q4 b - - 2 31,f4d3 c2d3 d1d2 b2a3 e8e7 g7g8 c8d7 g8b8 d2c1 a3a4,2919,107,86,243,crushing endgame veryLong,https://lichess.org/qxmZs3in/black#62,
0rWNT,2rqrk2/p2p1pnN/1p4p1/4p3/3NQ1P1/5R2/P1P4P/6K1 b - - 3 27,f8e7 e4e5 g7e6 d4b5 d7d6 h7g5,2919,104,81,205,crushing fork long middlegame,https://lichess.org/vHnM7sgd/black#54,
03MPe,1R6/4qpkp/1P1p2p1/2pP4/1pPb1Q2/1P1B2PP/5P1K/r7 w - - 3 30,b6b7 e7e1 b8g8 g7g8 b7b8q g8g7 d3f1 a1a2 f4f7 g7f7,2918,112,87,885,crushing endgame pin veryLong,https://lichess.org/rA7KF7Yp#59,
0muVr,4r1k1/1p3ppp/1qn5/4p1R1/2B1Q3/PpP1PP1P/3r4/1K5R w - - 0 25,c4f7 g8f7 e4h7 e8e7 g5g7 f7e8,2918,115,86,770,crushing defensiveMove long middlegame quietMove,https://lichess.org/LJyp9TuR#49,
0rOSY,8/pp6/7p/5kp1/1PP5/4K2P/P7/8 w - - 0 41,e3f3 h6h5 f3e3 f5e5 a2a4 b7b6 a4a5 b6a5 b4a5 a7a6 e3d3 e5f4 c4c5 f4e5 c5c6 e5d6 d3e4 d6c6 e4f5 c6b5 f5g5 b5a5,2918,112,85,586,crushing endgame pawnEndgame quietMove veryLong zugzwang,https://lichess.org/xfzubKT2#81,
08zzl,2r2qk1/p5b1/b1p1p1R1/1p1pP1Np/3P1r1P/8/PPPQ1P2/2KR4 b - - 1 22,f4f2 d2d3 f8f5 g5e6,2917,111,90,2226,advantage middlegame short,https://lichess.org/LxCH3VBZ/black#44,
0EBTh,5rk1/Rp3pn1/3p2p1/3Np1q1/4P3/1r1P1Q1P/6P1/5RK1 b - - 1 21,g5d2 d5f6 g8h8 f6d7 b3d3 f3g4,2917,119,89,1252,crushing long middlegame,https://lichess.org/eUmsnLKK/black#42,
02pFU,r7/2pk1Q2/1b3P2/1p2p1p1/8/2P4p/1PB1RPq1/4K3 b - - 0 32,d7c8 c2e4 g2e4 e2e4 h3h2 e4h4 g5h4 f7g8 c8b7 g8g2,2916,110,88,2109,crushing endgame fork veryLong,https://lichess.org/owOeeeeQ/black#64,
0r0WZ,8/8/3k2p1/pp1Ppp2/4P2p/PP1K3P/6P1/8 b - - 1 38,b5b4 a3b4 a5b4 d3c4 f5f4 c4d3,2916,105,90,1062,crushing defensiveMove endgame long pawnEndgame,https://lichess.org/FCpA5IKB/black#76,
0zpL3,2r2rk1/3b2p1/p3RB1p/8/6Q1/5PK1/6PP/5q2 b - - 0 34,g7g5 g4e4 f8f6 e6f6 d7f5 e4d5 g8h8 d5e5,2915,108,90,1328,crushing exposedKing fork middlegame quietMove veryLong,https://lichess.org/vrNhMfJE/black#68,
0H9fg,8/5k2/3n1p2/3K1Pp1/6P1/4N3/8/8 b - - 16 62,d6e8 d5c5 e8c7 c5c6 c7a6 e3d5,2912,119,87,701,crushing endgame knightEndgame long,https://lichess.org/aQmMhkl7/black#124,
0rHKJ,r6r/1bqk2p1/p2bp2p/2ppn2N/Pp3N2/1P2B3/1P4PP/2RQ1RK1 b - - 4 20,g7g5 f4d3 e5d3 f1f7,2912,101,92,1764,advantage clearance middlegame sacrifice short,https://lichess.org/i2Qywh8e/black#40,
